ID,Name,Longitude_WGS84,Latitude_WGS84,Street,AdmArea,District,RouteNumbers,StationName,Direction,Pavilion,OperatingOrgName,EntryState,global_id,geoData
13684,"«Давыдково», Боровское шоссе (от центра)",37.1966800004,55.585389417,Боровское шоссе,Новомосковский административный округ,поселение Марушкинское,А526,Давыдково,от центра,да,ГУП «Мосгортранс»,активна,1725682,"{type=Point, coordinates=[37.1966800004, 55.585389417]}"
14875,"«2-й Хорошевский пр.», Хорошёвское шоссе (в центр) (2)",37.53997024,55.77444073,Хорошёвское шоссе,Северный административный округ,Хорошёвский район,Тб35; АТ86; Тб20,2-й Хорошевский пр.,в центр,да,ГУП «Мосгортранс»,активна,1725683,"{type=Point, coordinates=[37.53997024, 55.77444073]}"
14878,"«Ул. Газопровод», улица Газопровод (в центр)",37.60297396,55.59108184,улица Газопровод,Южный административный округ,район Чертаново Южное,А643; А682,Ул. Газопровод,в центр,да,ГУП «Мосгортранс»,активна,1725684,"{type=Point, coordinates=[37.60297396, 55.59108184]}"
14881,"«Метро Преображенская пл.», Большая Черкизовская улица (в центр) (1)",37.71766268,55.7964534,Большая Черкизовская улица,Восточный административный округ,район Преображенское,Тм4П; Тм36; Тм13,Метро Преображенская пл.,в центр,да,ГУП «Мосгортранс»,активна,1725686,"{type=Point, coordinates=[37.71766268, 55.7964534]}"
13895,"«Корпус 1640», улица Каменка (в центр)",37.16178255,55.97638598,улица Каменка,Зеленоградский административный округ,район Крюково,АЗ-22; АЗ-28; АЗ-32; А400К,Корпус 1640,в центр,да,ГУП «Мосгортранс»,активна,1725689,"{type=Point, coordinates=[37.16178255, 55.97638598]}"
13896,"«Корпус 1645», улица Каменка (в центр)",37.16183384,55.97374599,улица Каменка,Зеленоградский административный округ,район Крюково,АЗ-22; АЗ-28; АЗ-32; А400К,Корпус 1645,в центр,да,ГУП «Мосгортранс»,активна,1725690,"{type=Point, coordinates=[37.16183384, 55.97374599]}"
13899,"«Пенсионный фонд», улица Каменка (в центр)",37.16187238,55.97156199,улица Каменка,Зеленоградский административный округ,район Крюково,АЗ-22; АЗ-28; АЗ-32; А400К,Пенсионный фонд,в центр,да,ГУП «Мосгортранс»,активна,1725691,"{type=Point, coordinates=[37.16187238, 55.97156199]}"
13761,"«Ст. Крюково», улица Ленина (в центр)",37.17350371,55.97882332,улица Ленина,Зеленоградский административный округ,район Крюково,АЗ-16; АЗ-20; А400Т,Ст. Крюково,в центр,да,ГУП «Мосгортранс»,активна,1725693,"{type=Point, coordinates=[37.17350371, 55.97882332]}"
13762,"«Заводская улица», Заводская улица (в центр)",37.18038839,55.97574675,Заводская улица,Зеленоградский административный округ,район Крюково,АЗ-16; АЗ-20; А400Т,Заводская улица,в центр,да,ГУП «Мосгортранс»,активна,1725694,"{type=Point, coordinates=[37.18038839, 55.97574675]}"
13763,"«Заводская улица», Заводская улица (от центра)",37.18026523,55.9760229,Заводская улица,Зеленоградский административный округ,район Крюково,АЗ-16; АЗ-20; А400Т,Заводская улица,от центра,да,ГУП «Мосгортранс»,активна,1725695,"{type=Point, coordinates=[37.18026523, 55.9760229]}"
13764,"«М-н Товары для дома», Центральный проспект (в центр)",37.21372048,55.99291154,Центральный проспект,Зеленоградский административный округ,район Матушкино,АЗ-8; АЗ-19; АЗ-11; АЗ-29; АЗ-3; АЗ-32К; АЗ-32; АЗ-1; А400Э; А400,М-н Товары для дома,в центр,да,ГУП «Мосгортранс»,активна,1725696,"{type=Point, coordinates=[37.21372048, 55.99291154]}"
13765,"«М-н Товары для дома», Центральный проспект (от центра)",37.21404563,55.9935933,Центральный проспект,Зеленоградский административный округ,район Савёлки,АЗ-9; АЗ-19; АЗ-11; АЗ-3; АЗ-32К; АЗ-32,М-н Товары для дома,от центра,да,ГУП «Мосгортранс»,активна,1725697,"{type=Point, coordinates=[37.21404563, 55.9935933]}"
13766,"«Дом быта», Центральный проспект (от центра)",37.21262121,55.99595142,Центральный проспект,Зеленоградский административный округ,район Савёлки,АЗ-9; АЗ-19; АЗ-11; АЗ-3; АЗ-32К; АЗ-32,Дом быта,от центра,да,ГУП «Мосгортранс»,активна,1725698,"{type=Point, coordinates=[37.21262121, 55.99595142]}"
13767,"«Дом быта», Центральный проспект (в центр)",37.21267903,55.9951107,Центральный проспект,Зеленоградский административный округ,район Матушкино,АЗ-8; АЗ-19; АЗ-11; АЗ-29; АЗ-3; АЗ-32К; АЗ-32; АЗ-1; А400,Дом быта,в центр,да,ГУП «Мосгортранс»,активна,1725699,"{type=Point, coordinates=[37.21267903, 55.9951107]}"
13942,"«Корпус 1012», улица Гоголя (в центр)",37.16901756,55.98799696,улица Гоголя,Зеленоградский административный округ,район Силино,АЗ-9; АЗ-24; АЗ-4,Корпус 1012,в центр,да,ГУП «Мосгортранс»,активна,1725700,"{type=Point, coordinates=[37.16901756, 55.98799696]}"
13943,"«Корпус 1012», улица Гоголя (от центра)",37.1685073,55.98872251,улица Гоголя,Зеленоградский административный округ,район Силино,АЗ-11; АЗ-24; АЗ-29,Корпус 1012,от центра,да,ГУП «Мосгортранс»,активна,1725701,"{type=Point, coordinates=[37.1685073, 55.98872251]}"
13944,"«Исторический музей», улица Гоголя (в центр)",37.17145936,55.98527699,улица Гоголя,Зеленоградский административный округ,район Силино,АЗ-9; АЗ-24; АЗ-4,Исторический музей,в центр,да,ГУП «Мосгортранс»,активна,1725702,"{type=Point, coordinates=[37.17145936, 55.98527699]}"
13945,"«Исторический музей», улица Гоголя (от центра)",37.17159154,55.98573787,улица Гоголя,Зеленоградский административный округ,район Силино,АЗ-11; АЗ-24; АЗ-29,Исторический музей,от центра,да,ГУП «Мосгортранс»,активна,1725703,"{type=Point, coordinates=[37.17159154, 55.98573787]}"
13835,"«Панфиловский просп.», Панфиловский проспект (от центра) (1)",37.17923433,55.98420156,Панфиловский проспект,Зеленоградский административный округ,район Силино,АЗ-25; АЗ-15; АЗ-23; АЗ-11; АЗ-10; АЗ-12; АЗ-1; А400,Панфиловский просп.,от центра,да,ГУП «Мосгортранс»,активна,1725704,"{type=Point, coordinates=[37.17923433, 55.98420156]}"
13947,"«Центр реабилитации», Филаретовская улица (в центр)",37.17053955,55.99141605,Филаретовская улица,Зеленоградский административный округ,район Силино,АЗ-11; АЗ-29,Центр реабилитации,в центр,да,ГУП «Мосгортранс»,активна,1725705,"{type=Point, coordinates=[37.17053955, 55.99141605]}"
13948,"«Моск. Гос. Академия делового администрирования», Филаретовская улица (от центра)",37.17374903,55.99265732,Филаретовская улица,Зеленоградский административный округ,район Силино,АЗ-9; АЗ-4,Моск. Гос. Академия делового администрирования,от центра,да,ГУП «Мосгортранс»,активна,1725706,"{type=Point, coordinates=[37.17374903, 55.99265732]}"
13949,"«Моск. Гос. Академия делового администрирования», Филаретовская улица (в центр)",37.17419609,55.99254199,Филаретовская улица,Зеленоградский административный округ,район Силино,АЗ-11; АЗ-29,Моск. Гос. Академия делового администрирования,в центр,да,ГУП «Мосгортранс»,активна,1725707,"{type=Point, coordinates=[37.17419609, 55.99254199]}"
13950,"«Ул. Болдов Ручей», улица Болдов Ручей (от центра)",37.18110556,55.99557184,улица Болдов Ручей,Зеленоградский административный округ,район Силино,АЗ-4,Ул. Болдов Ручей,от центра,да,ГУП «Мосгортранс»,активна,1725708,"{type=Point, coordinates=[37.18110556, 55.99557184]}"
13951,"«Кафе Лесное», улица Болдов Ручей (от центра)",37.19191749,55.99972456,улица Болдов Ручей,Зеленоградский административный округ,район Силино,АЗ-4,Кафе Лесное,от центра,да,ГУП «Мосгортранс»,активна,1725709,"{type=Point, coordinates=[37.19191749, 55.99972456]}"
13952,"«Филаретовская ул.», Филаретовская улица (от центра)",37.18238698,55.9918933,Филаретовская улица,Зеленоградский административный округ,район Крюково,АЗ-9,Филаретовская ул.,от центра,да,ГУП «Мосгортранс»,активна,1725710,"{type=Point, coordinates=[37.18238698, 55.9918933]}"
13953,"«Филаретовская ул.», Филаретовская улица (в центр) (1)",37.18333314,55.99164329,Филаретовская улица,Зеленоградский административный округ,район Крюково,АЗ-11; АЗ-29,Филаретовская ул.,в центр,да,ГУП «Мосгортранс»,активна,1725711,"{type=Point, coordinates=[37.18333314, 55.99164329]}"
14055,"«Метро Новогиреево», Зелёный проспект (от центра) (8)",37.8197574,55.75118674,Зелёный проспект,Восточный административный округ,район Новогиреево,А811; А36,Метро Новогиреево,от центра,да,ГУП «Мосгортранс»,активна,1725712,"{type=Point, coordinates=[37.8197574, 55.75118674]}"
14116,"«Стоматологическая п-ка», Верхняя Красносельская улица (в центр)",37.66416099,55.78156764,Верхняя Красносельская улица,Центральный административный округ,Красносельский район,А122,Стоматологическая п-ка,в центр,нет,,активна,1725713,"{type=Point, coordinates=[37.66416099, 55.78156764]}"
14130,"«Метро Преображенская пл.», Большая Черкизовская улица (в центр) (2)",37.71644657,55.79642091,Большая Черкизовская улица,Восточный административный округ,район Преображенское,А171; Тб41; А716; АТ32,Метро Преображенская пл.,в центр,нет,,активна,1725714,"{type=Point, coordinates=[37.71644657, 55.79642091]}"
14131,"«Ул. Заморенова», улица Заморёнова (в центр)",37.56349231,55.76194706,улица Заморёнова,Центральный административный округ,Пресненский район,А152; Тб66,Ул. Заморенова,в центр,нет,,активна,1725715,"{type=Point, coordinates=[37.56349231, 55.76194706]}"
13870,"«Деревня Назарьево», Фирсановское шоссе (в центр)",37.25999143,55.97053806,Фирсановское шоссе,Зеленоградский административный округ,район Савёлки,АЗ-27,Деревня Назарьево,в центр,да,ГУП «Мосгортранс»,активна,1725716,"{type=Point, coordinates=[37.25999143, 55.97053806]}"
14135,"«Метро Университет (выс.)», Ломоносовский проспект (от центра)",37.5388019,55.69193397,Ломоносовский проспект,Юго-Западный административный округ,Гагаринский район,Тб4,Метро Университет (выс.),от центра,нет,,активна,1725717,"{type=Point, coordinates=[37.5388019, 55.69193397]}"
14136,"«Ул. Марш. Кожедуба», Краснодарская улица (в центр)",37.7815842,55.66897636,Краснодарская улица,Юго-Восточный административный округ,район Люблино,АС4,Ул. Марш. Кожедуба,в центр,да,ГУП «Мосгортранс»,активна,1725718,"{type=Point, coordinates=[37.7815842, 55.66897636]}"
14137,"«Ул. Перерва», Краснодарская улица (в центр)",37.7785872,55.67171667,Краснодарская улица,Юго-Восточный административный округ,район Люблино,АС4,Ул. Перерва,в центр,да,ГУП «Мосгортранс»,активна,1725719,"{type=Point, coordinates=[37.7785872, 55.67171667]}"
14138,"«Цимлянская ул., 1», Краснодарская улица (в центр)",37.77671814,55.67331622,Краснодарская улица,Юго-Восточный административный округ,район Люблино,АС4,"Цимлянская ул., 1",в центр,да,ГУП «Мосгортранс»,активна,1725720,"{type=Point, coordinates=[37.77671814, 55.67331622]}"
14141,"«Святоозерская ул., 2», Святоозерская улица (от центра)",37.88113658,55.71368682,Святоозерская улица,Восточный административный округ,район Косино-Ухтомский,А14; А773,"Святоозерская ул., 2",от центра,да,ГУП «Мосгортранс»,активна,1725722,"{type=Point, coordinates=[37.88113658, 55.71368682]}"
14142,"«Святоозерская ул., 2», Святоозерская улица (в центр) (1)",37.88016284,55.71383576,Святоозерская улица,Восточный административный округ,район Косино-Ухтомский,А14; А773,"Святоозерская ул., 2",в центр,да,ГУП «Мосгортранс»,активна,1725723,"{type=Point, coordinates=[37.88016284, 55.71383576]}"
16709,"«Поворот на кладбище», проезд без названия (от центра)",37.30086941,55.45134579,проезд без названия,Троицкий административный округ,поселение Краснопахорское,А871,Поворот на кладбище,от центра,нет,,активна,1725724,"{type=Point, coordinates=[37.30086941, 55.45134579]}"
16711,"«Поворот на кладбище», проезд без названия (в центр) (1)",37.3044158,55.45081321,проезд без названия,Троицкий административный округ,поселение Троицк,А871,Поворот на кладбище,в центр,да,ГУП «Мосгортранс»,активна,1725726,"{type=Point, coordinates=[37.3044158, 55.45081321]}"
16712,"«Госплан», проезд без названия (в центр)",37.31411654,55.45120495,проезд без названия,Троицкий административный округ,поселение Краснопахорское,А871,Госплан,в центр,да,ГУП «Мосгортранс»,активна,1725727,"{type=Point, coordinates=[37.31411654, 55.45120495]}"
13900,"«Корпус 1420 (пос.)», улица Александровка (в центр)",37.14562535,55.98903267,улица Александровка,Зеленоградский административный округ,район Крюково,АЗ-16,Корпус 1420 (пос.),в центр,да,ГУП «Мосгортранс»,активна,1725728,"{type=Point, coordinates=[37.14562535, 55.98903267]}"
16714,"«По требованию», проезд без названия (от центра) (1)",37.3267042553,55.4483844362,проезд без названия,Троицкий административный округ,поселение Краснопахорское,А871,По требованию,от центра,нет,,активна,1725729,"{type=Point, coordinates=[37.3267042553, 55.4483844362]}"
16830,"«Метро Теплый Стан (пос.)», Новоясеневский проспект (в центр) (2)",37.50979843,55.61712604,Новоясеневский проспект,Юго-Западный административный округ,район Ясенево,А398; А433,Метро Теплый Стан (пос.),в центр,да,ГУП «Мосгортранс»,активна,1725730,"{type=Point, coordinates=[37.50979843, 55.61712604]}"
16831,"«Ашан», Калужское шоссе (от центра)",37.48485317,55.60382879,Калужское шоссе,Новомосковский административный округ,поселение Сосенское,А577; А982; А895К; А882; А895; А878; А866; А891; А515; А531; А303; А503; А508; А512; А514; А513; А600; А398; А433; А526,Ашан,от центра,да,ГУП «Мосгортранс»,активна,1725731,"{type=Point, coordinates=[37.48485317, 55.60382879]}"
16832,"«Ашан», Калужское шоссе (в центр) (1)",37.48516004,55.6032289,Калужское шоссе,Новомосковский административный округ,поселение Сосенское,А503; А398; А433; А508; А512; А513; А514; А515; А526; А531; А577; А600; А878; А882; А891; А895; А982; А895К; А303,Ашан,в центр,да,ГУП «Мосгортранс»,активна,1725732,"{type=Point, coordinates=[37.48516004, 55.6032289]}"
16833,"«Б-ца РАН», город Троицк, Октябрьский проспект (в центр)",37.29222065,55.47244309,Октябрьский проспект,Троицкий административный округ,поселение Троицк,А876; А1001; А398,Б-ца РАН,в центр,да,ГУП «Мосгортранс»,активна,1725733,"{type=Point, coordinates=[37.29222065, 55.47244309]}"
16834,"«Ул. Текстильщиков, 6», город Троицк, улица Текстильщиков (от центра)",37.30550252,55.49063209,улица Текстильщиков,Троицкий административный округ,поселение Троицк,А873; А17; А871; А874; А874К; А1001; А433,"Ул. Текстильщиков, 6",от центра,нет,,активна,1725734,"{type=Point, coordinates=[37.30550252, 55.49063209]}"
16835,"«12-й мкр. Марьинского Парка», улица Верхние Поля (в центр)",37.78088661,55.66442885,улица Верхние Поля,Юго-Восточный административный округ,район Люблино,А728,12-й мкр. Марьинского Парка,в центр,да,ГУП «Мосгортранс»,активна,1725735,"{type=Point, coordinates=[37.78088661, 55.66442885]}"
13768,"«М-н Океан», Центральный проспект (от центра)",37.21114324,55.99844739,Центральный проспект,Зеленоградский административный округ,район Савёлки,АЗ-9; АЗ-19; АЗ-11; АЗ-3; АЗ-32К; АЗ-32,М-н Океан,от центра,да,ГУП «Мосгортранс»,активна,1725736,"{type=Point, coordinates=[37.21114324, 55.99844739]}"
13769,"«М-н Океан», Центральный проспект (в центр)",37.21115932,55.99755342,Центральный проспект,Зеленоградский административный округ,район Матушкино,АЗ-8; АЗ-19; АЗ-11; АЗ-29; АЗ-3; АЗ-32К; АЗ-32; АЗ-1,М-н Океан,в центр,да,ГУП «Мосгортранс»,активна,1725737,"{type=Point, coordinates=[37.21115932, 55.99755342]}"
13770,"«М-н Океан (пос.)», Центральный проспект (в центр)",37.21138931,55.99715395,Центральный проспект,Зеленоградский административный округ,район Матушкино,А400Э; А400,М-н Океан (пос.),в центр,да,ГУП «Мосгортранс»,активна,1725738,"{type=Point, coordinates=[37.21138931, 55.99715395]}"
13771,"«М-н Детский мир», Центральный проспект (в центр)",37.20982593,55.99974931,Центральный проспект,Зеленоградский административный округ,район Матушкино,АЗ-8; АЗ-19; АЗ-11; АЗ-29; АЗ-3; АЗ-32К; АЗ-32; АЗ-1; А400,М-н Детский мир,в центр,да,ГУП «Мосгортранс»,активна,1725739,"{type=Point, coordinates=[37.20982593, 55.99974931]}"
13946,"«Центр реабилитации», Филаретовская улица (от центра)",37.16966375,55.99137306,Филаретовская улица,Зеленоградский административный округ,район Силино,АЗ-9; АЗ-4,Центр реабилитации,от центра,да,ГУП «Мосгортранс»,активна,1725740,"{type=Point, coordinates=[37.16966375, 55.99137306]}"
13773,"«Улица Юности», улица Юности (от центра)",37.21250342,56.00125731,улица Юности,Зеленоградский административный округ,район Матушкино,АЗ-27; АЗ-19; АЗ-10; АЗ-12; АЗ-1; А400Э; А400,Улица Юности,от центра,да,ГУП «Мосгортранс»,активна,1725741,"{type=Point, coordinates=[37.21250342, 56.00125731]}"
13774,"«Музыкальная школа», улица Юности (от центра)",37.21792905,55.99998165,улица Юности,Зеленоградский административный округ,район Матушкино,АЗ-27; АЗ-19; АЗ-10; АЗ-12; АЗ-1; А400Э; А400,Музыкальная школа,от центра,да,ГУП «Мосгортранс»,активна,1725742,"{type=Point, coordinates=[37.21792905, 55.99998165]}"
13775,"«Музыкальная школа», улица Юности (в центр)",37.21910071,55.99949133,улица Юности,Зеленоградский административный округ,район Савёлки,АЗ-27; АЗ-19; АЗ-10; АЗ-12,Музыкальная школа,в центр,да,ГУП «Мосгортранс»,активна,1725743,"{type=Point, coordinates=[37.21910071, 55.99949133]}"
13776,"«Студенческая», улица Юности (от центра)",37.22273261,55.99818114,улица Юности,Зеленоградский административный округ,район Савёлки,АЗ-27; АЗ-19; АЗ-10; АЗ-12; АЗ-1; А400Э; А400,Студенческая,от центра,да,ГУП «Мосгортранс»,активна,1725744,"{type=Point, coordinates=[37.22273261, 55.99818114]}"
14143,"«Святоозерская ул., 14», Святоозерская улица (в центр)",37.88499957,55.71420047,Святоозерская улица,Восточный административный округ,район Косино-Ухтомский,А14; А773,"Святоозерская ул., 14",в центр,да,ГУП «Мосгортранс»,активна,1725745,"{type=Point, coordinates=[37.88499957, 55.71420047]}"
14144,"«Святоозерская ул., 14», Святоозерская улица (от центра)",37.88713812,55.71383332,Святоозерская улица,Восточный административный округ,район Косино-Ухтомский,А14; А773; А872,"Святоозерская ул., 14",от центра,да,ГУП «Мосгортранс»,активна,1725746,"{type=Point, coordinates=[37.88713812, 55.71383332]}"
14145,"«Святоозерская ул., 16», Святоозерская улица (от центра)",37.8902682605,55.7129755362,Святоозерская улица,Восточный административный округ,район Косино-Ухтомский,А14; А773; А872,"Святоозерская ул., 16",от центра,да,ГУП «Мосгортранс»,активна,1725747,"{type=Point, coordinates=[37.8902682605, 55.7129755362]}"
13954,"«Студеный пр., 4», Студёный проезд (от центра)",37.65366206,55.89382844,Студёный проезд,Северо-Восточный административный округ,район Северное Медведково,А50,"Студеный пр., 4",от центра,да,ГУП «Мосгортранс»,активна,1725748,"{type=Point, coordinates=[37.65366206, 55.89382844]}"
13955,"«Промкомбинат», Заводская улица (от центра)",37.18457062,55.97319829,Заводская улица,Зеленоградский административный округ,район Крюково,АЗ-20,Промкомбинат,от центра,нет,,активна,1725749,"{type=Point, coordinates=[37.18457062, 55.97319829]}"
13956,"«Промкомбинат», Заводская улица (в центр)",37.18490263,55.97325231,Заводская улица,Зеленоградский административный округ,район Крюково,АЗ-20,Промкомбинат,в центр,да,ГУП «Мосгортранс»,активна,1725750,"{type=Point, coordinates=[37.18490263, 55.97325231]}"
13957,"«Комбинат ЖБИ», улица Новомалино (в центр)",37.19333521,55.97058584,улица Новомалино,Зеленоградский административный округ,район Крюково,АЗ-20,Комбинат ЖБИ,в центр,нет,,активна,1725751,"{type=Point, coordinates=[37.19333521, 55.97058584]}"
14132,"«Ул. Гиляровского», улица Гиляровского (в центр)",37.63072917,55.77919093,улица Гиляровского,Центральный административный округ,Мещанский район,Тм9; Тм7,Ул. Гиляровского,в центр,нет,,активна,1725752,"{type=Point, coordinates=[37.63072917, 55.77919093]}"
13959,"«РТС-4», улица Новомалино (в центр)",37.19773021,55.96846723,улица Новомалино,Зеленоградский административный округ,район Крюково,АЗ-20,РТС-4,в центр,да,ГУП «Мосгортранс»,активна,1725753,"{type=Point, coordinates=[37.19773021, 55.96846723]}"
13960,"«РТС-4», улица Новомалино (от центра)",37.19728328,55.96901352,улица Новомалино,Зеленоградский административный округ,район Крюково,АЗ-20,РТС-4,от центра,да,ГУП «Мосгортранс»,активна,1725754,"{type=Point, coordinates=[37.19728328, 55.96901352]}"
13961,"«ГСК», Малинская улица (от центра)",37.20176548,55.96193119,Малинская улица,Зеленоградский административный округ,район Крюково,АЗ-20,ГСК,от центра,нет,,активна,1725755,"{type=Point, coordinates=[37.20176548, 55.96193119]}"
13962,"«Малино», Малинская улица (в центр)",37.20149228,55.96479226,Малинская улица,Зеленоградский административный округ,район Крюково,АЗ-20,Малино,в центр,да,ГУП «Мосгортранс»,активна,1725756,"{type=Point, coordinates=[37.20149228, 55.96479226]}"
13963,"«Малино», Малинская улица (от центра)",37.20181947,55.96561219,Малинская улица,Зеленоградский административный округ,район Крюково,АЗ-20,Малино,от центра,да,ГУП «Мосгортранс»,активна,1725757,"{type=Point, coordinates=[37.20181947, 55.96561219]}"
13964,"«ГСК», Малинская улица (в центр)",37.20133783,55.96109096,Малинская улица,Зеленоградский административный округ,район Крюково,АЗ-20,ГСК,в центр,да,ГУП «Мосгортранс»,активна,1725758,"{type=Point, coordinates=[37.20133783, 55.96109096]}"
13965,"«Малинская улица», Середниковская улица (от центра)",37.20157257,55.95519299,Середниковская улица,Зеленоградский административный округ,район Крюково,АЗ-20,Малинская улица,от центра,да,ГУП «Мосгортранс»,активна,1725759,"{type=Point, coordinates=[37.20157257, 55.95519299]}"
13966,"«Малинская улица», Малинская улица (в центр)",37.20106924,55.95607809,Малинская улица,Зеленоградский административный округ,район Крюково,АЗ-20,Малинская улица,в центр,да,ГУП «Мосгортранс»,активна,1725760,"{type=Point, coordinates=[37.20106924, 55.95607809]}"
13521,"«Платф. Тестовская», 2-й Красногвардейский проезд (от центра)",37.53358406,55.75304891,2-й Красногвардейский проезд,Центральный административный округ,Пресненский район,А243; А12,Платф. Тестовская,от центра,нет,,активна,1725761,"{type=Point, coordinates=[37.53358406, 55.75304891]}"
13522,"«Метро Выставочная», 1-й Красногвардейский проезд (от центра)",37.54109638,55.75240314,1-й Красногвардейский проезд,Центральный административный округ,Пресненский район,А243; А12,Метро Выставочная,от центра,да,ООО «Праймсайт»,активна,1725762,"{type=Point, coordinates=[37.54109638, 55.75240314]}"
13523,"«Ул. Горбунова», улица Горбунова (в центр)",37.40472575,55.72648715,улица Горбунова,Западный административный округ,Можайский район,А794,Ул. Горбунова,в центр,да,ГУП «Мосгортранс»,активна,1725763,"{type=Point, coordinates=[37.40472575, 55.72648715]}"
16713,"«Госплан», проезд без названия (от центра)",37.31617763,55.45118916,проезд без названия,Троицкий административный округ,поселение Краснопахорское,А871,Госплан,от центра,да,ГУП «Мосгортранс»,активна,1725764,"{type=Point, coordinates=[37.31617763, 55.45118916]}"
13525,"«Пл. Гагарина», Ленинский проспект (от центра)",37.58279568,55.70921642,Ленинский проспект,Юго-Западный административный округ,Гагаринский район,ТбМ4; Тб4; А144К; А196; АМ1; А144; А111; АН11,Пл. Гагарина,от центра,да,ООО «Праймсайт»,активна,1725765,"{type=Point, coordinates=[37.58279568, 55.70921642]}"
13528,"«Стоматологическая п-ка», 3-я Радиальная улица (в центр)",37.6723543769443,55.610225759887,3-я Радиальная улица,Южный административный округ,район Бирюлёво Восточное,А151; А151К,Стоматологическая п-ка,в центр,нет,,активна,1725766,"{type=Point, coordinates=[37.67235437694435, 55.61022575988695]}"
13529,"«Стоматологическая п-ка», Спортивная улица (в центр)",37.66997887,55.6100499,Спортивная улица,Южный административный округ,район Бирюлёво Восточное,А151; А151К,Стоматологическая п-ка,в центр,нет,,активна,1725767,"{type=Point, coordinates=[37.66997887, 55.6100499]}"
13532,"«Литовский бульв., 6», Литовский бульвар (от центра)",37.5269757473,55.6107664973,Литовский бульвар,Юго-Западный административный округ,район Ясенево,А639; А769; А651,"Литовский бульв., 6",от центра,да,ГУП «Мосгортранс»,активна,1725768,"{type=Point, coordinates=[37.5269757473, 55.6107664973]}"
13533,"«Литовский бульв., 6», Литовский бульвар (в центр)",37.52644023,55.61048005,Литовский бульвар,Юго-Западный административный округ,район Ясенево,А639; А651,"Литовский бульв., 6",в центр,нет,,активна,1725769,"{type=Point, coordinates=[37.52644023, 55.61048005]}"
13534,"«Севастопольский просп., 12», Севастопольский проспект (в центр)",37.60356012,55.68760879,Севастопольский проспект,Юго-Западный административный округ,район Котловка,А826,"Севастопольский просп., 12",в центр,да,ГУП «Мосгортранс»,активна,1725770,"{type=Point, coordinates=[37.60356012, 55.68760879]}"
13535,"«Ул. Саморы Машела», улица Саморы Машела (от центра)",37.50285441,55.64742885,улица Саморы Машела,Юго-Западный административный округ,Обручевский район,А718,Ул. Саморы Машела,от центра,да,ГУП «Мосгортранс»,активна,1725771,"{type=Point, coordinates=[37.50285441, 55.64742885]}"
13536,"«Ул. Саморы Машела, 5», улица Саморы Машела (от центра)",37.4970024,55.64997645,улица Саморы Машела,Юго-Западный административный округ,Обручевский район,А718,"Ул. Саморы Машела, 5",от центра,да,ГУП «Мосгортранс»,активна,1725772,"{type=Point, coordinates=[37.4970024, 55.64997645]}"
16836,"«Ул. Верхн. Поля, 42», улица Верхние Поля (в центр)",37.77723714,55.66637343,улица Верхние Поля,Юго-Восточный административный округ,район Люблино,А728,"Ул. Верхн. Поля, 42",в центр,да,ГУП «Мосгортранс»,активна,1725773,"{type=Point, coordinates=[37.77723714, 55.66637343]}"
16837,"«Ул. Верхн. Поля, 38», улица Верхние Поля (в центр)",37.77370502,55.66736071,улица Верхние Поля,Юго-Восточный административный округ,район Люблино,А728,"Ул. Верхн. Поля, 38",в центр,да,ГУП «Мосгортранс»,активна,1725774,"{type=Point, coordinates=[37.77370502, 55.66736071]}"
13772,"«Улица Юности», улица Юности (в центр)",37.21347266,56.00082022,улица Юности,Зеленоградский административный округ,район Савёлки,АЗ-27; АЗ-19; АЗ-10; АЗ-12,Улица Юности,в центр,нет,,активна,1725776,"{type=Point, coordinates=[37.21347266, 56.00082022]}"
16860,"«Косинская ул., 28», Косинская улица (в центр) (1)",37.8284981817,55.714570461,Косинская улица,Восточный административный округ,район Вешняки,А197,"Косинская ул., 28",в центр,нет,,активна,1725778,"{type=Point, coordinates=[37.8284981817, 55.714570461]}"
16873,"«Некрасовская ул.», Некрасовская улица (в центр)",37.9285427,55.681092,Некрасовская улица,Юго-Восточный административный округ,район Некрасовка,А849,Некрасовская ул.,в центр,да,ГУП «Мосгортранс»,активна,1725779,"{type=Point, coordinates=[37.9285427, 55.681092]}"
16874,"«Некрасовская ул., 5», Некрасовская улица (в центр)",37.92224978,55.68124854,Некрасовская улица,Юго-Восточный административный округ,район Некрасовка,А849,"Некрасовская ул., 5",в центр,да,ГУП «Мосгортранс»,активна,1725780,"{type=Point, coordinates=[37.92224978, 55.68124854]}"
16901,"«Костромская ул.», Бибиревская улица (от центра)",37.6022821112443,55.8825403828941,Бибиревская улица,Северо-Восточный административный округ,Алтуфьевский район,А278,Костромская ул.,от центра,нет,,активна,1725781,"{type=Point, coordinates=[37.60228211124434, 55.882540382894064]}"
16903,"«Каскадная ул.», Косинское шоссе (от центра)",37.86566534,55.70842506,Косинское шоссе,Восточный административный округ,район Косино-Ухтомский,А872; А821; А855,Каскадная ул.,от центра,да,ГУП «Мосгортранс»,активна,1725782,"{type=Point, coordinates=[37.86566534, 55.70842506]}"
16904,"«Каскадная ул.», Косинское шоссе (в центр)",37.8640721,55.70862926,Косинское шоссе,Восточный административный округ,район Косино-Ухтомский,А872; А821; А855,Каскадная ул.,в центр,да,ГУП «Мосгортранс»,активна,1725783,"{type=Point, coordinates=[37.8640721, 55.70862926]}"
