"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"16681";"«ЦАС», проезд без названия (16681)";"37.28154969";"55.46434783";"проезд без названия";"Троицкий административный округ";"поселение Троицк";"А17";"ЦАС";"";"нет";"";"активна";"889141895";"{type=Point, coordinates=[37.28154969, 55.46434783]}";
"16683";"«ЦАС», проезд без названия (16683)";"37.28172325";"55.46397608";"проезд без названия";"Троицкий административный округ";"поселение Троицк";"А17";"ЦАС";"";"да";"ГУП «Мосгортранс»";"активна";"889141896";"{type=Point, coordinates=[37.28172325, 55.46397608]}";
"16684";"«Мезонная ф-ка», проезд без названия (16684)";"37.27837639";"55.46394786";"проезд без названия";"Троицкий административный округ";"поселение Троицк";"А17";"Мезонная ф-ка";"";"нет";"";"активна";"889141897";"{type=Point, coordinates=[37.27837639, 55.46394786]}";
"16685";"«Мезонная ф-ка», проезд без названия (16685)";"37.27753096";"55.46371763";"проезд без названия";"Троицкий административный округ";"поселение Троицк";"А17";"Мезонная ф-ка";"";"нет";"";"активна";"889141898";"{type=Point, coordinates=[37.27753096, 55.46371763]}";
"16686";"«Институт ядерных исследований», проезд без названия (16686)";"37.27527143";"55.45794799";"проезд без названия";"Троицкий административный округ";"поселение Троицк";"А17";"Институт ядерных исследований";"";"нет";"";"активна";"889141899";"{type=Point, coordinates=[37.27527143, 55.45794799]}";
"16688";"«Солнечная ул.», Солнечная улица (16688)";"37.29148264";"55.4695063";"Солнечная улица";"Троицкий административный округ";"поселение Троицк";"А1001; А17; А398; А876";"Солнечная ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889141900";"{type=Point, coordinates=[37.29148264, 55.4695063]}";
"16689";"«Солнечная ул.», Солнечная улица (16689)";"37.29112594";"55.46913695";"Солнечная улица";"Троицкий административный округ";"поселение Троицк";"А1001; А17; А398; А876";"Солнечная ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889141901";"{type=Point, coordinates=[37.29112594, 55.46913695]}";
"16690";"«Октябрьский просп.», Октябрьский проспект (16690)";"37.29148107";"55.47145489";"Октябрьский проспект";"Троицкий административный округ";"поселение Троицк";"А1001; А17; А398; А876";"Октябрьский просп.";"";"да";"ГУП «Мосгортранс»";"активна";"889141902";"{type=Point, coordinates=[37.29148107, 55.47145489]}";
"16691";"«Детская поликлиника», Октябрьский проспект (16691)";"37.29557616";"55.47478418";"Октябрьский проспект";"Троицкий административный округ";"поселение Троицк";"А1001; А17; А398; А876";"Детская поликлиника";"";"да";"ГУП «Мосгортранс»";"активна";"889141903";"{type=Point, coordinates=[37.29557616, 55.47478418]}";
"16692";"«Детская поликлиника», Октябрьский проспект (16692)";"37.29460764";"55.47436525";"Октябрьский проспект";"Троицкий административный округ";"поселение Троицк";"А1001; А17; А398; А876";"Детская поликлиника";"";"да";"ГУП «Мосгортранс»";"активна";"889141904";"{type=Point, coordinates=[37.29460764, 55.47436525]}";
"16693";"«Рынок», Октябрьский проспект (16693)";"37.29714285";"55.47604733";"Октябрьский проспект";"Троицкий административный округ";"поселение Троицк";"А1001; А17; А398; А876";"Рынок";"";"да";"ГУП «Мосгортранс»";"активна";"889141905";"{type=Point, coordinates=[37.29714285, 55.47604733]}";
"16694";"«Рынок», Октябрьский проспект (16694)";"37.29911493";"55.47808282";"Октябрьский проспект";"Троицкий административный округ";"поселение Троицк";"А1001; А17; А398; А876";"Рынок";"";"да";"ГУП «Мосгортранс»";"активна";"889141906";"{type=Point, coordinates=[37.29911493, 55.47808282]}";
"16695";"«Микрорайон Д», Октябрьский проспект (16695)";"37.30198662";"55.48091115";"Октябрьский проспект";"Троицкий административный округ";"поселение Троицк";"А1001; А17; А398; А876";"Микрорайон Д";"";"да";"ГУП «Мосгортранс»";"активна";"889141907";"{type=Point, coordinates=[37.30198662, 55.48091115]}";
"16696";"«Микрорайон Д», Октябрьский проспект (16696)";"37.30100949";"55.48011827";"Октябрьский проспект";"Троицкий административный округ";"поселение Троицк";"А1001; А17; А398; А876";"Микрорайон Д";"";"да";"ГУП «Мосгортранс»";"активна";"889141908";"{type=Point, coordinates=[37.30100949, 55.48011827]}";
"16697";"«Дом быта», Октябрьский проспект (16697)";"37.30425032";"55.48371969";"Октябрьский проспект";"Троицкий административный округ";"поселение Троицк";"А1001; А17; А398; А876";"Дом быта";"";"да";"ГУП «Мосгортранс»";"активна";"889141909";"{type=Point, coordinates=[37.30425032, 55.48371969]}";
"16699";"«Торговый центр», Академическая площадь (16699)";"37.30576179";"55.48517894";"Академическая площадь";"Троицкий административный округ";"поселение Троицк";"А1001; А17; А398; А876";"Торговый центр";"";"да";"ГУП «Мосгортранс»";"активна";"889141910";"{type=Point, coordinates=[37.30576179, 55.48517894]}";
"16702";"«Детская спортшкола», Яковлевская улица (пос. Десеновское) (16702)";"37.36799897";"55.50897699";"проезд без названия";"Новомосковский административный округ";"поселение Десеновское";"А873";"Детская спортшкола";"";"да";"ГУП «Мосгортранс»";"активна";"889141911";"{type=Point, coordinates=[37.36799897, 55.50897699]}";
"16703";"«Детская спортшкола», Яковлевская улица (пос. Десеновское) (16703)";"37.36827759";"55.50877374";"проезд без названия";"Новомосковский административный округ";"поселение Десеновское";"А873";"Детская спортшкола";"";"да";"ГУП «Мосгортранс»";"активна";"889141912";"{type=Point, coordinates=[37.36827759, 55.50877374]}";
"16704";"«Черепово», Яковлевская улица (пос. Десеновское) (16704)";"37.40180214";"55.49050581";"проезд без названия";"Новомосковский административный округ";"поселение Десеновское";"А873";"Черепово";"";"нет";"";"активна";"889141913";"{type=Point, coordinates=[37.40180214, 55.49050581]}";
"16705";"«Черепово», Яковлевская улица (пос. Десеновское) (16705)";"37.40138746";"55.49129154";"проезд без названия";"Новомосковский административный округ";"поселение Десеновское";"А873";"Черепово";"";"да";"ГУП «Мосгортранс»";"активна";"889141914";"{type=Point, coordinates=[37.40138746, 55.49129154]}";
"16706";"«Яковлево», Школьная улица (16706)";"37.39726915";"55.47968262";"Школьная улица";"Новомосковский административный округ";"поселение Десеновское";"А873";"Яковлево";"";"да";"ГУП «Мосгортранс»";"активна";"889141915";"{type=Point, coordinates=[37.39726915, 55.47968262]}";
"16708";"«42-й км», проезд без названия (16708)";"37.29523008";"55.45476003";"проезд без названия";"Троицкий административный округ";"поселение Краснопахорское";"А871";"42-й км";"";"да";"ГУП «Мосгортранс»";"активна";"889141916";"{type=Point, coordinates=[37.29523008, 55.45476003]}";
"16709";"«42-й км», проезд без названия (16709)";"37.29538052";"55.45483001";"проезд без названия";"Троицкий административный округ";"поселение Троицк";"А871";"42-й км";"";"нет";"";"активна";"889141917";"{type=Point, coordinates=[37.29538052, 55.45483001]}";
"16710";"«Поворот на кладбище», проезд без названия (16710)";"37.30086941";"55.45134579";"проезд без названия";"Троицкий административный округ";"поселение Краснопахорское";"А871";"Поворот на кладбище";"";"нет";"";"активна";"889141918";"{type=Point, coordinates=[37.30086941, 55.45134579]}";
"16712";"«Поворот на кладбище», проезд без названия (16712)";"37.3044158";"55.45081321";"проезд без названия";"Троицкий административный округ";"поселение Троицк";"А871";"Поворот на кладбище";"";"да";"ГУП «Мосгортранс»";"активна";"889141919";"{type=Point, coordinates=[37.3044158, 55.45081321]}";
"16713";"«Госплан», проезд без названия (16713)";"37.31411654";"55.45120495";"проезд без названия";"Троицкий административный округ";"поселение Краснопахорское";"А871";"Госплан";"";"да";"ГУП «Мосгортранс»";"активна";"889141920";"{type=Point, coordinates=[37.31411654, 55.45120495]}";
"16714";"«Госплан», проезд без названия (16714)";"37.31617763";"55.45118916";"проезд без названия";"Троицкий административный округ";"поселение Краснопахорское";"А871";"Госплан";"";"да";"ГУП «Мосгортранс»";"активна";"889141921";"{type=Point, coordinates=[37.31617763, 55.45118916]}";
"16715";"«По требованию», проезд без названия (16715)";"37.3267042553";"55.4483844362";"проезд без названия";"Троицкий административный округ";"поселение Краснопахорское";"А871";"По требованию";"";"нет";"";"активна";"889141923";"{type=Point, coordinates=[37.3267042553, 55.4483844362]}";
"16831";"«Метро Теплый Стан», Новоясеневский проспект (16831)";"37.50979843";"55.61712604";"Новоясеневский проспект";"Юго-Западный административный округ";"район Ясенево";"А398; А433";"Метро Теплый Стан";"";"да";"ГУП «Мосгортранс»";"активна";"889141924";"{type=Point, coordinates=[37.50979843, 55.61712604]}";
"16832";"«Ашан», Калужское шоссе (16832)";"37.48485317";"55.60382879";"Калужское шоссе";"Новомосковский административный округ";"поселение Сосенское";"А303; А398; А433; А503; А508; А512; А513; А514; А515; А526; А531; А577; А600; А866; А878; А882; А891; А895; А895К; А982";"Ашан";"";"да";"ГУП «Мосгортранс»";"активна";"889141926";"{type=Point, coordinates=[37.48485317, 55.60382879]}";
"16833";"«Ашан», Калужское шоссе (16833)";"37.48516004";"55.6032289";"Калужское шоссе";"Новомосковский административный округ";"поселение Сосенское";"А303; А398; А433; А503; А508; А512; А513; А514; А515; А526; А531; А577; А600; А878; А882; А891; А895; А895К; А982";"Ашан";"";"да";"ГУП «Мосгортранс»";"активна";"889141927";"{type=Point, coordinates=[37.48516004, 55.6032289]}";
"16834";"«Б-ца РАН», Октябрьский проспект (16834)";"37.29222065";"55.47244309";"Октябрьский проспект";"Троицкий административный округ";"поселение Троицк";"А1001; А398; А876";"Б-ца РАН";"";"да";"ГУП «Мосгортранс»";"активна";"889141928";"{type=Point, coordinates=[37.29222065, 55.47244309]}";
"16835";"«Ул. Текстильщиков, 6», улица Текстильщиков (16835)";"37.30550252";"55.49063209";"улица Текстильщиков";"Троицкий административный округ";"поселение Троицк";"А1001; А17; А433; А871; А873; А874; А874К";"Ул. Текстильщиков, 6";"";"нет";"";"активна";"889141930";"{type=Point, coordinates=[37.30550252, 55.49063209]}";
"16836";"«12-й мкр. Марьинского Парка», улица Верхние Поля (16836)";"37.78088661";"55.66442885";"улица Верхние Поля";"Юго-Восточный административный округ";"район Люблино";"А541; А551; А728";"12-й мкр. Марьинского Парка";"";"да";"ГУП «Мосгортранс»";"активна";"889141931";"{type=Point, coordinates=[37.78088661, 55.66442885]}";
"16837";"«Ул. Верхн. Поля, 42», улица Верхние Поля (16837)";"37.77723714";"55.66637343";"улица Верхние Поля";"Юго-Восточный административный округ";"район Люблино";"А541; А551; А728";"Ул. Верхн. Поля, 42";"";"да";"ГУП «Мосгортранс»";"активна";"889141932";"{type=Point, coordinates=[37.77723714, 55.66637343]}";
"16838";"«Ул. Верхн. Поля, 38», улица Верхние Поля (16838)";"37.77370502";"55.66736071";"улица Верхние Поля";"Юго-Восточный административный округ";"район Люблино";"А541; А551; А728";"Ул. Верхн. Поля, 38";"";"да";"ГУП «Мосгортранс»";"активна";"889141933";"{type=Point, coordinates=[37.77370502, 55.66736071]}";
"16852";"«Ул. Перерва», улица Перерва (16852)";"37.77799346";"55.67050312";"улица Перерва";"Юго-Восточный административный округ";"район Люблино";"А619";"Ул. Перерва";"";"да";"ГУП «Мосгортранс»";"активна";"889141934";"{type=Point, coordinates=[37.77799346, 55.67050312]}";
"16854";"«Ул. Перерва, 72», улица Перерва (16854)";"37.77291893";"55.66838055";"улица Перерва";"Юго-Восточный административный округ";"район Люблино";"А619";"Ул. Перерва, 72";"";"да";"ГУП «Мосгортранс»";"активна";"889141936";"{type=Point, coordinates=[37.77291893, 55.66838055]}";
"16861";"«Косинская ул., 28», Косинская улица (16861)";"37.8284981817";"55.714570461";"Косинская улица";"Восточный административный округ";"район Вешняки";"А197; А821; А855; А872";"Косинская ул., 28";"";"нет";"";"активна";"889141937";"{type=Point, coordinates=[37.8284981817, 55.714570461]}";
"16874";"«Некрасовская ул.», Некрасовская улица (16874)";"37.9285427";"55.681092";"Некрасовская улица";"Юго-Восточный административный округ";"район Некрасовка";"А849";"Некрасовская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889141938";"{type=Point, coordinates=[37.9285427, 55.681092]}";
"16875";"«Некрасовская ул., 5», Некрасовская улица (16875)";"37.92224978";"55.68124854";"Некрасовская улица";"Юго-Восточный административный округ";"район Некрасовка";"А849";"Некрасовская ул., 5";"";"да";"ГУП «Мосгортранс»";"активна";"889141939";"{type=Point, coordinates=[37.92224978, 55.68124854]}";
"16902";"«Костромская ул.», Бибиревская улица (16902)";"37.60203456";"55.88247635";"Бибиревская улица";"Северо-Восточный административный округ";"Алтуфьевский район";"А278; А282; А353";"Костромская ул.";"";"нет";"";"активна";"889141941";"{type=Point, coordinates=[37.60203456, 55.88247635]}";
"16904";"«Каскадная ул.», Косинское шоссе (16904)";"37.86566534";"55.70842506";"Косинское шоссе";"Восточный административный округ";"район Косино-Ухтомский";"А417; А787; А821; А855; А872";"Каскадная ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889141942";"{type=Point, coordinates=[37.86566534, 55.70842506]}";
"16905";"«Каскадная ул.», Косинское шоссе (16905)";"37.8640721";"55.70862926";"Косинское шоссе";"Восточный административный округ";"район Косино-Ухтомский";"А417; А787; А821; А855; А872";"Каскадная ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889141943";"{type=Point, coordinates=[37.8640721, 55.70862926]}";
"16906";"«Дом культуры», Железнодорожная улица (16906)";"37.56597263";"55.49988777";"Железнодорожная улица";"Новомосковский административный округ";"поселение Щербинка";"А860; А864";"Дом культуры";"";"да";"ГУП «Мосгортранс»";"активна";"889141944";"{type=Point, coordinates=[37.56597263, 55.49988777]}";
"16907";"«Администрация», Железнодорожная улица (16907)";"37.56194405";"55.50382047";"Железнодорожная улица";"Новомосковский административный округ";"поселение Щербинка";"А860; А864";"Администрация";"";"да";"ГУП «Мосгортранс»";"активна";"889141945";"{type=Point, coordinates=[37.56194405, 55.50382047]}";
"16908";"«Ст. Щербинка», улица 40 лет Октября (16908)";"37.56551722";"55.51088939";"улица 40 лет Октября";"Новомосковский административный округ";"поселение Щербинка";"А802; А864";"Ст. Щербинка";"";"да";"ГУП «Мосгортранс»";"активна";"889141947";"{type=Point, coordinates=[37.56551722, 55.51088939]}";
"16909";"«Школа», улица 40 лет Октября (16909)";"37.57092348";"55.51123194";"улица 40 лет Октября";"Новомосковский административный округ";"поселение Щербинка";"А802; А864";"Школа";"";"да";"ГУП «Мосгортранс»";"активна";"889141948";"{type=Point, coordinates=[37.57092348, 55.51123194]}";
"16916";"«Мост Окружной ж.д.», 2-я улица Измайловского Зверинца (16916)";"37.74609084";"55.78379333";"2-я улица Измайловского Зверинца";"Восточный административный округ";"район Измайлово";"Тм11; Тм32; Тм34; Тм34К";"Мост Окружной ж.д.";"";"да";"ГУП «Мосгортранс»";"активна";"889141949";"{type=Point, coordinates=[37.74609084, 55.78379333]}";
"16917";"«Мост Окружной ж.д.», 2-я улица Измайловского Зверинца (16917)";"37.74594301";"55.78365525";"2-я улица Измайловского Зверинца";"Восточный административный округ";"район Измайлово";"Тм11; Тм32; Тм34; Тм34К";"Мост Окружной ж.д.";"";"нет";"";"активна";"889141950";"{type=Point, coordinates=[37.74594301, 55.78365525]}";
"16918";"«Воловья ул.», Воловья улица (16918)";"37.68363383";"55.73654412";"Воловья улица";"Центральный административный округ";"Таганский район";"А74";"Воловья ул.";"";"нет";"";"активна";"889141952";"{type=Point, coordinates=[37.68363383, 55.73654412]}";
"16944";"«Метро Новокосино», Носовихинское шоссе (16944)";"37.8669680424";"55.7462376191";"Носовихинское шоссе";"Восточный административный округ";"район Новокосино";"А706; А760";"Метро Новокосино";"";"нет";"";"активна";"889141953";"{type=Point, coordinates=[37.8669680424, 55.7462376191]}";
"16945";"«Красноказарменный пр.», Красноказарменный проезд (16945)";"37.70639232";"55.75449107";"Красноказарменный проезд";"Юго-Восточный административный округ";"район Лефортово";"А730; А859; А987";"Красноказарменный пр.";"";"нет";"";"активна";"889141954";"{type=Point, coordinates=[37.70639232, 55.75449107]}";
"16964";"«Стадион Огонек», Спортивная улица (16964)";"37.66688282";"55.61013582";"Спортивная улица";"Южный административный округ";"район Бирюлёво Восточное";"А151; А151К";"Стадион Огонек";"";"нет";"";"активна";"889141956";"{type=Point, coordinates=[37.66688282, 55.61013582]}";
"16994";"«Силикатный з-д», 1-й Силикатный проезд (16994)";"37.51232004";"55.76956728";"1-й Силикатный проезд";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"А243; А27; А294; А4; А48; А818; АМ6";"Силикатный з-д";"";"нет";"";"активна";"889141957";"{type=Point, coordinates=[37.51232004, 55.76956728]}";
"16995";"«Силикатный з-д», 1-й Силикатный проезд (16995)";"37.51210281";"55.76996597";"1-й Силикатный проезд";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"А243; А27; А294; А4; А48; А818; АМ6";"Силикатный з-д";"";"нет";"";"активна";"889141958";"{type=Point, coordinates=[37.51210281, 55.76996597]}";
"16998";"«Дмитровское ш., 116», Лианозовский проезд (16998)";"37.54633283";"55.90011858";"Лианозовский проезд";"Северо-Восточный административный округ";"район Лианозово";"А136; А284; А352; А559; А571; А644; А685; А774; А836; А867; А92; А928; А994";"Дмитровское ш., 116";"";"да";"ГУП «Мосгортранс»";"активна";"889141959";"{type=Point, coordinates=[37.54633283, 55.90011858]}";
"16999";"«Дмитровское ш., 116», Лианозовский проезд (16999)";"37.54826077";"55.89986812";"Лианозовский проезд";"Северо-Восточный административный округ";"район Лианозово";"А136; А284; А352; А559; А571; А644; А685; А774; А836; А867; А92; А928; А994";"Дмитровское ш., 116";"";"да";"ГУП «Мосгортранс»";"активна";"889141960";"{type=Point, coordinates=[37.54826077, 55.89986812]}";
"17004";"«Бетонный з-д», 684-й проезд (Алабушево) (17004)";"37.1493267";"56.00322545";"проезд без названия";"Зеленоградский административный округ";"район Силино";"АЗ-24; АЗ-3";"Бетонный з-д";"";"нет";"";"активна";"889141961";"{type=Point, coordinates=[37.1493267, 56.00322545]}";
"17005";"«Бетонный з-д», 684-й проезд (Алабушево) (17005)";"37.15023704";"56.00258356";"проезд без названия";"Зеленоградский административный округ";"район Силино";"АЗ-24; АЗ-3";"Бетонный з-д";"";"нет";"";"активна";"889141962";"{type=Point, coordinates=[37.15023704, 56.00258356]}";
"17006";"«Проектируемый пр. 684», 684-й проезд (Алабушево) (17006)";"37.15820523";"55.99834797";"проезд без названия";"Зеленоградский административный округ";"район Силино";"АЗ-24; АЗ-3";"Проектируемый пр. 684";"";"нет";"";"активна";"889141963";"{type=Point, coordinates=[37.15820523, 55.99834797]}";
"17007";"«Проектируемый пр. 684», 684-й проезд (Алабушево) (17007)";"37.15836588";"55.99785598";"проезд без названия";"Зеленоградский административный округ";"район Силино";"АЗ-24; АЗ-3";"Проектируемый пр. 684";"";"нет";"";"активна";"889141964";"{type=Point, coordinates=[37.15836588, 55.99785598]}";
"17009";"«Алабушевское кладб.», 684-й проезд (Алабушево) (17009)";"37.13954319";"56.01199497";"проезд без названия";"Зеленоградский административный округ";"район Силино";"АЗ-24; АЗ-3";"Алабушевское кладб.";"";"да";"ГУП «Мосгортранс»";"активна";"889141965";"{type=Point, coordinates=[37.13954319, 56.01199497]}";
"17032";"«Град Московский», Радужная улица (17032)";"37.37294966";"55.58797679";"Радужная улица";"Новомосковский административный округ";"поселение Московский";"А863; А881";"Град Московский";"";"да";"ГУП «Мосгортранс»";"активна";"889141966";"{type=Point, coordinates=[37.37294966, 55.58797679]}";
"17034";"«Солнечная ул., 13», Солнечная улица (17034)";"37.3696725";"55.58866052";"Солнечная улица";"Новомосковский административный округ";"поселение Московский";"А863; А881";"Солнечная ул., 13";"";"да";"ГУП «Мосгортранс»";"активна";"889141967";"{type=Point, coordinates=[37.3696725, 55.58866052]}";
"17035";"«Радужная ул., 10», Радужная улица (17035)";"37.37162127";"55.59194531";"Радужная улица";"Новомосковский административный округ";"поселение Московский";"А863; А881";"Радужная ул., 10";"";"да";"ГУП «Мосгортранс»";"активна";"889141968";"{type=Point, coordinates=[37.37162127, 55.59194531]}";
"17036";"«Радужная ул., 2», Радужная улица (17036)";"37.36716059";"55.59449155";"Радужная улица";"Новомосковский административный округ";"поселение Московский";"А863; А881";"Радужная ул., 2";"";"да";"ГУП «Мосгортранс»";"активна";"889141969";"{type=Point, coordinates=[37.36716059, 55.59449155]}";
"17037";"«Скотопрогонная ул., 21», Скотопрогонная улица (17037)";"37.69832179";"55.73523211";"Скотопрогонная улица";"Юго-Восточный административный округ";"Нижегородский район";"А805";"Скотопрогонная ул., 21";"";"да";"ГУП «Мосгортранс»";"активна";"889141970";"{type=Point, coordinates=[37.69832179, 55.73523211]}";
"17038";"«Радужный пр.», Радужная улица (17038)";"37.3630247";"55.59314271";"Радужная улица";"Новомосковский административный округ";"поселение Московский";"А863; А881";"Радужный пр.";"";"да";"ГУП «Мосгортранс»";"активна";"889141971";"{type=Point, coordinates=[37.3630247, 55.59314271]}";
"17039";"«Передельцевский пруд», Валуевское шоссе (17039)";"37.355289197";"55.5967568362";"проезд без названия";"Новомосковский административный округ";"поселение Московский";"А420; А876; А879; А881";"Передельцевский пруд";"";"нет";"";"активна";"889141972";"{type=Point, coordinates=[37.355289197, 55.5967568362]}";
"17040";"«Просп. Марш. Жукова, 31», проспект Маршала Жукова (17040)";"37.48022929";"55.77554828";"проспект Маршала Жукова";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"А155; Тб20; Тб21; Тб35; А390; А597; Тб65; А800; АТ86";"Просп. Марш. Жукова, 31";"";"нет";"";"активна";"889141973";"{type=Point, coordinates=[37.48022929, 55.77554828]}";
"17082";"«Метро Динамо», Ленинградский проспект (17082)";"37.55431613";"55.79116768";"Ленинградский проспект";"Северный административный округ";"район Аэропорт";"А318; А84";"Метро Динамо";"";"да";"ЗАО «Валль-СНГ»";"активна";"889141974";"{type=Point, coordinates=[37.55431613, 55.79116768]}";
"17085";"«Метро Петровский парк», Милицейский переулок (17085)";"37.55895969";"55.79302394";"Милицейский переулок";"Северный административный округ";"район Аэропорт";"А22к; Тб42";"Метро Петровский парк";"";"нет";"";"активна";"889141975";"{type=Point, coordinates=[37.55895969, 55.79302394]}";
"17090";"«Метро Алма-Атинская», Братеевская улица (17090)";"37.76339018";"55.63374432";"Братеевская улица";"Южный административный округ";"район Братеево";"А326; А676; А738; А740; А742; А899";"Метро Алма-Атинская";"";"да";"ГУП «Мосгортранс»";"активна";"889141976";"{type=Point, coordinates=[37.76339018, 55.63374432]}";
"17092";"«Метро Алма-Атинская (южн.)», Ключевая улица (17092)";"37.76867695";"55.63126811";"Ключевая улица";"Южный административный округ";"район Братеево";"А619; А764";"Метро Алма-Атинская (южн.)";"";"да";"ГУП «Мосгортранс»";"активна";"889141977";"{type=Point, coordinates=[37.76867695, 55.63126811]}";
"17093";"«Метро Алма-Атинская», Братеевская улица (17093)";"37.76423939";"55.63521827";"Братеевская улица";"Южный административный округ";"район Братеево";"А326; А738; А765";"Метро Алма-Атинская";"";"да";"ГУП «Мосгортранс»";"активна";"889141978";"{type=Point, coordinates=[37.76423939, 55.63521827]}";
"17094";"«Метро Алма-Атинская», Братеевская улица (17094)";"37.7629242499999";"55.6336081099999";"Братеевская улица";"Южный административный округ";"район Братеево";"А619; А764";"Метро Алма-Атинская";"";"нет";"";"активна";"889141979";"{type=Point, coordinates=[37.7629242499999, 55.6336081099999]}";
"17105";"«Ул. Кедрова», Новочерёмушкинская улица (17105)";"37.57777257";"55.68098775";"Новочерёмушкинская улица";"Юго-Западный административный округ";"Академический район";"АС5";"Ул. Кедрова";"";"да";"ГУП «Мосгортранс»";"активна";"889141980";"{type=Point, coordinates=[37.57777257, 55.68098775]}";
"17106";"«Ул. Кедрова», Новочерёмушкинская улица (17106)";"37.57848799";"55.68063292";"Новочерёмушкинская улица";"Юго-Западный административный округ";"Академический район";"АС5";"Ул. Кедрова";"";"да";"ГУП «Мосгортранс»";"активна";"889141981";"{type=Point, coordinates=[37.57848799, 55.68063292]}";
"17107";"«Каскадная ул., 20», Каскадная улица (17107)";"37.8697139074";"55.7074820757";"Каскадная улица";"Восточный административный округ";"район Косино-Ухтомский";"А613; А744; А773; А808; АС16";"Каскадная ул., 20";"";"да";"ГУП «Мосгортранс»";"активна";"889141982";"{type=Point, coordinates=[37.8697139074, 55.7074820757]}";
"17123";"«Ул. Мневники, 16», улица Мнёвники (17123)";"37.48316647";"55.774286";"улица Мнёвники";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"А271; А391; Тб43";"Ул. Мневники, 16";"";"да";"ГУП «Мосгортранс»";"активна";"889141983";"{type=Point, coordinates=[37.48316647, 55.774286]}";
"17124";"«ул. Мневники, 4», улица Мнёвники (17124)";"37.50044812";"55.77489415";"улица Мнёвники";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"А271; А294; А391; Тб43; А48; А800; А818";"ул. Мневники, 4";"";"нет";"";"активна";"889141984";"{type=Point, coordinates=[37.50044812, 55.77489415]}";
"17131";"«Универмаг», улица Бориса Галушкина (17131)";"37.65860199";"55.82270312";"улица Бориса Галушкина";"Северо-Восточный административный округ";"Алексеевский район";"А311; АО11";"Универмаг";"";"да";"ГУП «Мосгортранс»";"активна";"889141985";"{type=Point, coordinates=[37.65860199, 55.82270312]}";
"17148";"«Ул. Косыгина», Мичуринский проспект (17148)";"37.53052091";"55.71336607";"Мичуринский проспект";"Западный административный округ";"район Раменки";"А58; А902";"Ул. Косыгина";"";"да";"ГУП «Мосгортранс»";"активна";"889141986";"{type=Point, coordinates=[37.53052091, 55.71336607]}";
"17149";"«Ул. Косыгина», Мичуринский проспект (17149)";"37.53224522";"55.71359574";"Мичуринский проспект";"Западный административный округ";"район Раменки";"Тб7; А902";"Ул. Косыгина";"";"да";"ГУП «Мосгортранс»";"активна";"889141987";"{type=Point, coordinates=[37.53224522, 55.71359574]}";
"17150";"«Каширское ш., 148», Каширское шоссе (17150)";"37.72509729";"55.59608212";"Каширское шоссе";"Южный административный округ";"район Орехово-Борисово Южное";"А274; А694; А704; А704к; А766; А907; АН5; АТ67; АТ71";"Каширское ш., 148";"";"да";"ГУП «Мосгортранс»";"активна";"889141989";"{type=Point, coordinates=[37.72509729, 55.59608212]}";
"17175";"«М-н Мебель», улица Боженко (17175)";"37.40544491";"55.7316525";"улица Боженко";"Западный административный округ";"район Кунцево";"А554; А732; А794; А825";"М-н Мебель";"";"да";"ГУП «Мосгортранс»";"активна";"889141991";"{type=Point, coordinates=[37.40544491, 55.7316525]}";
"17189";"«Проектируемый пр. № 598», улица 8 Марта (17189)";"37.9160413";"55.707829";"улица 8 Марта";"Восточный административный округ";"район Косино-Ухтомский";"А841; А849; А885; А893";"Проектируемый пр. № 598";"";"да";"ГУП «Мосгортранс»";"активна";"889141992";"{type=Point, coordinates=[37.9160413, 55.707829]}";
"17190";"«Проектируемый пр. № 598», улица 8 Марта (17190)";"37.9154024";"55.70747749";"улица 8 Марта";"Восточный административный округ";"район Косино-Ухтомский";"А841; А849; А885; А893";"Проектируемый пр. № 598";"";"да";"ГУП «Мосгортранс»";"активна";"889141993";"{type=Point, coordinates=[37.9154024, 55.70747749]}";
"17194";"«МФЦ Хорошево-Мневники», проспект Маршала Жукова (17194)";"37.47330309";"55.77516976";"проспект Маршала Жукова";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"А294; А60";"МФЦ Хорошево-Мневники";"";"да";"ГУП «Мосгортранс»";"активна";"889141994";"{type=Point, coordinates=[37.47330309, 55.77516976]}";
"17195";"«Бульв. Ген. Карбышева», проспект Маршала Жукова (17195)";"37.46825836";"55.77586544";"проспект Маршала Жукова";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"А294; А60";"Бульв. Ген. Карбышева";"";"да";"ГУП «Мосгортранс»";"активна";"889141995";"{type=Point, coordinates=[37.46825836, 55.77586544]}";
